UG Tombamento;Unidade Gestora;Unidade Responsável;Tombamento;Data Tombamento;Data Garantia;Código Material;Denominação;Observação;Descritores;Marca;Estado;Status;Detentor;Lotação Dententor;Finalidade;Fornecedor;Depreciável/Amortizável;Vida Útil;Nota Fiscal;Empenho;Termo;Valor
UFBA;UFBA;ESCOLA POLITÉCNICA;2019003592;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4541 - MARCA LG - TIPOLOGIA SPLIT HI-WALL - (SPH) - OUTROS BTU/H;;"Andar: 1º ANDAR
BTU: OUTROS
Edificação: PRINCIPAL
Local: SALA DE PROFESSORES JÉS / MAURI Nº50
Marca: LG
Modelo: STN184FLA
Número da TAG: SPH02010129001
Número de Série: 703AZW500233
Registro Geral: 4541
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";LG;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;3592/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019002243;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4542 - MARCA LG - TIPOLOGIA DE JANELA - (ACJ) - OUTROS BTU/H;;"Andar: 1º ANDAR
BTU: OUTROS
Edificação: PRINCIPAL
Local: LAB. DE PROCESSO ELETRÔNICO DE ENERGIA Nº52
Marca: LG
Modelo: SEM ESPECIFICAÇÃO
Número da TAG: ACJ02010133001
Registro Geral: 4542
Situação do Equipamento: ATIVO
Tipologia: DE JANELA - (ACJ)
Voltagem: 220V§";LG;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;2243/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019003593;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4544 - MARCA CONSUL - TIPOLOGIA DE JANELA - (ACJ) - 21000 BTU/H;;"Andar: 1º ANDAR
BTU: 21000
Edificação: PRINCIPAL
Local: LAB. DE INSTALAÇÕES PREDIAIS Nº51
Marca: CONSUL
Número da TAG: ACJ02010134001
Registro Geral: 4544
Situação do Equipamento: ATIVO
Tipologia: DE JANELA - (ACJ)
Voltagem: 220V§";CONSUL;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;3593/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019004018;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4545 - MARCA ELGIN - TIPOLOGIA DE JANELA - (ACJ) - 30000 BTU/H;;"Andar: 4º ANDAR
BTU: 30000
Edificação: PRINCIPAL
Local: LAB DE SISTEMAS DIGITAIS Nº54
Marca: ELGIN
Número da TAG: ACJ02010128002
Número do Tombo: 925096
Registro Geral: 4545
Situação do Equipamento: ATIVO
Tipologia: DE JANELA - (ACJ)
Voltagem: 220V§";ELGIN;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4018/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019003776;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4757 - MARCA CONSUL - TIPOLOGIA DE JANELA - (ACJ) - 10000 BTU/H;;"Andar: 4º ANDAR
BTU: 10000
Edificação: PRINCIPAL
Local: SALA 07 - DEPT AMBIENTAL
Marca: CONSUL
Modelo: AIR MASTER 10000
Número da TAG: SPH02010439001
Registro Geral: 4757
Situação do Equipamento: ATIVO
Tipologia: DE JANELA - (ACJ)
Voltagem: 220V§";CONSUL;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;3776/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019003777;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4758 - MARCA SPRINGER - TIPOLOGIA DE JANELA - (ACJ) - 18000 BTU/H;;"Andar: 4º ANDAR
BTU: 18000
Edificação: PRINCIPAL
Local: LABORATÓRIO DE ANÁLISES FÍSICO QUÍMICAS
Marca: SPRINGER
Modelo: ZCB185RB
Registro Geral: 4758
Situação do Equipamento: ATIVO
Tipologia: DE JANELA - (ACJ)
Voltagem: 220V§";SPRINGER;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;3777/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019003778;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4759 - MARCA ELETROLUX - TIPOLOGIA SPLIT HI-WALL - (SPH) - 24000 BTU/H;;"Andar: 4º ANDAR
BTU: 24000
Edificação: PRINCIPAL
Local: LAB DE ANÁLISES FÍSICO QUÍMICAS
Marca: ELETROLUX
Modelo: PE24F/PI24F
Registro Geral: 4759
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";ELETROLUX;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;3778/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019004019;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4760 - MARCA ELETROLUX - TIPOLOGIA SPLIT HI-WALL - (SPH) - 24000 BTU/H;;"Andar: 4º ANDAR
BTU: 24000
Edificação: PRINCIPAL
Local: LAB DE ANALISES FISICO QUIMICAS
Marca: ELETROLUX
Modelo: PE24F/PI24F
Registro Geral: 4760
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";ELETROLUX;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4019/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019004022;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4761 - MARCA MIDEA - TIPOLOGIA SPLIT HI-WALL - (SPH) - 22000 BTU/H;;"Andar: 4º ANDAR
BTU: 22000
Edificação: PRINCIPAL
Local: LAB DE ANALISES FISICO QUIMICAS
Marca: MIDEA
Modelo: MSS-22CR
Número do Tombo: 725760
Registro Geral: 4761
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";MIDEA;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4022/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019004025;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4762 - MARCA MIDEA - TIPOLOGIA SPLIT HI-WALL - (SPH) - 24000 BTU/H;;"Andar: 4º ANDAR
BTU: 24000
Edificação: PRINCIPAL
Local: LAB DE ANALISES FISICO QUIMICAS
Marca: MIDEA
Modelo: MSE-24CR
Número do Tombo: 725759
Registro Geral: 4762
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";MIDEA;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4025/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019004028;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4763 - MARCA KOMECO - TIPOLOGIA SPLIT HI-WALL - (SPH) - 24000 BTU/H;;"Andar: 4º ANDAR
BTU: 24000
Edificação: PRINCIPAL
Local: LABRE- LAB DE RESIDUOS SOLIDOS E EFLUENTES
Marca: KOMECO
Modelo: KOS24FC
Registro Geral: 4763
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";KOMECO;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4028/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019004030;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4764 - MARCA MIDEA - TIPOLOGIA SPLIT HI-WALL - (SPH) - 12000 BTU/H;;"Andar: 4º ANDAR
BTU: 12000
Edificação: PRINCIPAL
Local: INOVAPOLI
Marca: MIDEA
Modelo: MSS-12CR
Número da TAG: SPH02010451003
Registro Geral: 4764
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";MIDEA;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4030/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019004034;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4766 - MARCA MIDEA - TIPOLOGIA SPLIT HI-WALL - (SPH) - 12000 BTU/H;;"Andar: 4º ANDAR
BTU: 12000
Edificação: PRINCIPAL
Local: INOVAPOLI
Marca: MIDEA
Modelo: MSS-12CR
Número da TAG: SPH02010451006
Registro Geral: 4766
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";MIDEA;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4034/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019004037;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4767 - MARCA MIDEA - TIPOLOGIA SPLIT HI-WALL - (SPH) - 12000 BTU/H;;"Andar: 4º ANDAR
BTU: 12000
Edificação: PRINCIPAL
Local: INOVAPOLI
Marca: MIDEA
Modelo: MSS-12CR
Número da TAG: SPH02010451008
Registro Geral: 4767
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";MIDEA;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4037/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019004032;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4768 - MARCA MIDEA - TIPOLOGIA SPLIT HI-WALL - (SPH) - 12000 BTU/H;;"Andar: 4º ANDAR
BTU: 12000
Edificação: PRINCIPAL
Local: INOVAPOLI
Marca: MIDEA
Modelo: MSS-12CR
Número da TAG: SPH02010450005
Registro Geral: 4768
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";MIDEA;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4032/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019004042;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4769 - MARCA MIDEA - TIPOLOGIA SPLIT HI-WALL - (SPH) - 12000 BTU/H;;"Andar: 4º ANDAR
BTU: 12000
Edificação: PRINCIPAL
Local: INOVAPOLI
Marca: MIDEA
Modelo: MSS-12CR
Número da TAG: SPH02010451013
Registro Geral: 4769
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";MIDEA;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4042/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019004044;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4770 - MARCA YORK - TIPOLOGIA SPLIT HI-WALL - (SPH) - 12000 BTU/H;;"Andar: 4º ANDAR
BTU: 12000
Edificação: PRINCIPAL
Local: INOVAPOLI
Marca: YORK
Modelo: DJEA12FSADK
Número da TAG: SPH02010451009
Registro Geral: 4770
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";YORK;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4044/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019004047;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4771 - MARCA MIDEA - TIPOLOGIA SPLIT HI-WALL - (SPH) - 12000 BTU/H;;"Andar: 4º ANDAR
BTU: 12000
Edificação: PRINCIPAL
Local: INOVAPOLI- INTERACT
Marca: MIDEA
Modelo: MSS-12CR
Número da TAG: SPH02010451002
Registro Geral: 4771
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";MIDEA;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4047/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019004049;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4772 - MARCA MIDEA - TIPOLOGIA SPLIT HI-WALL - (SPH) - 12000 BTU/H;;"Andar: 4º ANDAR
BTU: 12000
Edificação: PRINCIPAL
Local: LLAB
Marca: MIDEA
Modelo: MSS-12CR
Número da TAG: SPH02010451003
Registro Geral: 4772
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";MIDEA;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4049/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019004052;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4773 - MARCA YORK - TIPOLOGIA SPLIT HI-WALL - (SPH) - 12000 BTU/H;;"Andar: 4º ANDAR
BTU: 12000
Edificação: PRINCIPAL
Local: NBI- TECNOLOGIA
Marca: YORK
Modelo: YJEA12FS-ADK
Número da TAG: SPH02010451012
Registro Geral: 4773
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";YORK;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4052/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019004054;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4774 - MARCA YORK - TIPOLOGIA SPLIT HI-WALL - (SPH) - 12000 BTU/H;;"Andar: 4º ANDAR
BTU: 12000
Edificação: PRINCIPAL
Local: INOVAPOLI
Marca: YORK
Modelo: DJEA12FS-ADK
Número da TAG: SPH02010451007
Número do Tombo: 734374
Registro Geral: 4774
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";YORK;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4054/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019004056;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4775 - MARCA YORK - TIPOLOGIA SPLIT HI-WALL - (SPH) - 12000 BTU/H;;"Andar: 4º ANDAR
BTU: 12000
Edificação: PRINCIPAL
Local: INOVAPOLI
Marca: YORK
Modelo: DJEA12FS-ADK
Número da TAG: SPH02010451014
Número do Tombo: 734379
Registro Geral: 4775
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";YORK;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4056/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019004058;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4776 - MARCA ELGIN - TIPOLOGIA SPLIT HI-WALL - (SPH) - 24000 BTU/H;;"Andar: 4º ANDAR
BTU: 24000
Edificação: PRINCIPAL
Local: INOVAPOLI
Marca: ELGIN
Modelo: HWF124B2LA
Registro Geral: 4776
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";ELGIN;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4058/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019004059;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4777 - MARCA CONSUL - TIPOLOGIA SPLIT HI-WALL - (SPH) - 12000 BTU/H;;"Andar: 4º ANDAR
BTU: 12000
Edificação: PRINCIPAL
Local: SALA05 - GHR
Marca: CONSUL
Modelo: AIR MASTER 12000
Número da TAG: ACJ02010437001
Registro Geral: 4777
Situação do Equipamento: INATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";CONSUL;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4059/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019004063;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4778 - MARCA CONSUL - TIPOLOGIA DE JANELA - (ACJ) - 12000 BTU/H;;"Andar: 4º ANDAR
BTU: 12000
Edificação: PRINCIPAL
Local: SALA 05- GHR
Marca: CONSUL
Modelo: AIR MASTER 12000
Número da TAG: ACJ02010437002
Registro Geral: 4778
Situação do Equipamento: INATIVO
Tipologia: DE JANELA - (ACJ)
Voltagem: 220V§";CONSUL;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4063/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019004065;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4779 - MARCA ELGIN - TIPOLOGIA SPLIT P-TETO - (SPP) - 48000 BTU/H;;"Andar: 4º ANDAR
BTU: 48000
Edificação: PRINCIPAL
Local: MEMORIAL ARLINGO FRAGOSO
Marca: ELGIN
Modelo: PHFI-48000-2
Registro Geral: 4779
Situação do Equipamento: ATIVO
Tipologia: SPLIT P-TETO - (SPP)
Voltagem: 220V§";ELGIN;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4065/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019004068;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4780 - MARCA ELGIN - TIPOLOGIA SPLIT P-TETO - (SPP) - 60000 BTU/H;;"Andar: 4º ANDAR
BTU: 60000
Edificação: PRINCIPAL
Local: MEMORIAL ARLINGO FRAGOSO
Marca: ELGIN
Modelo: PHFI-60000-2
Registro Geral: 4780
Situação do Equipamento: ATIVO
Tipologia: SPLIT P-TETO - (SPP)
Voltagem: 220V§";ELGIN;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4068/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019004070;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4781 - MARCA ELGIN - TIPOLOGIA SPLIT P-TETO - (SPP) - 48000 BTU/H;;"Andar: 4º ANDAR
BTU: 48000
Edificação: PRINCIPAL
Local: MEMORIAL ARLINGO FRAGOSO
Marca: ELGIN
Modelo: PHFI-48000-2
Registro Geral: 4781
Situação do Equipamento: ATIVO
Tipologia: SPLIT P-TETO - (SPP)
Voltagem: 220V§";ELGIN;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4070/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019004073;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4782 - MARCA LG - TIPOLOGIA SPLIT HI-WALL - (SPH) - 9000 BTU/H;;"Andar: 6º ANDAR
BTU: 9000
Edificação: PRINCIPAL
Local: SECRETARIA DO DEQ
Marca: LG
Modelo: TSUCO92JBAO
Número da TAG: SPH02010601001
Registro Geral: 4782
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";LG;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4073/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019004076;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4783 - MARCA LG - TIPOLOGIA SPLIT HI-WALL - (SPH) - 9000 BTU/H;;"Andar: 6º ANDAR
BTU: 9000
Edificação: PRINCIPAL
Local: SALA DE SILVIO DE MELO
Marca: LG
Modelo: TSUCO92YMA1
Número do Tombo: 782941
Registro Geral: 4783
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";LG;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4076/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019004080;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4784 - MARCA MIDEA - TIPOLOGIA SPLIT HI-WALL - (SPH) - 30000 BTU/H;;"Andar: 6º ANDAR
BTU: 30000
Edificação: PRINCIPAL
Local: LAB DE NANOTECNOLOGIA (LNS)
Marca: MIDEA
Modelo: 42MFCA30M5
Registro Geral: 4784
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";MIDEA;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4080/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019004082;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4785 - MARCA LG - TIPOLOGIA SPLIT HI-WALL - (SPH) - 18000 BTU/H;;"Andar: 6º ANDAR
BTU: 18000
Edificação: PRINCIPAL
Local: LIDEQ2
Marca: LG
Modelo: TSNC1825NW5
Número do Tombo: 977297
Registro Geral: 4785
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";LG;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4082/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019004085;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4786 - MARCA LG - TIPOLOGIA SPLIT HI-WALL - (SPH) - 18000 BTU/H;;"Andar: 6º ANDAR
BTU: 18000
Edificação: PRINCIPAL
Local: LIDEQ2
Marca: LG
Modelo: TSNC1825NW5
Número do Tombo: 977298
Registro Geral: 4786
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";LG;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;4085/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019003523;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4797 - MARCA LG - TIPOLOGIA SPLIT HI-WALL - (SPH) - 9000 BTU/H;;"Andar: 6º ANDAR
BTU: 9000
Edificação: PRINCIPAL
Local: SALA ROSANA FILHO
Marca: LG
Modelo: TSNC092YNA1
Registro Geral: 4797
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";LG;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;3523/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019003524;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 4798 - MARCA GREE - TIPOLOGIA SPLIT HI-WALL - (SPH) - 9000 BTU/H;;"Andar: 6º ANDAR
BTU: 9000
Edificação: PRINCIPAL
Local: SALA KAREN PONTES
Marca: GREE
Modelo: GWC09MA-DINNA 3C/I
Registro Geral: 4798
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";GREE;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;3524/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019003062;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 5043 - MARCA ELETROLUX - TIPOLOGIA SPLIT HI-WALL - (SPH) - 30000 BTU/H;;"Andar: 1º ANDAR
BTU: 30000
Edificação: CIENAM 2 - PRINCIPAL
Local: LABORATÓRIO 01
Marca: ELETROLUX
Modelo: SI30R
Registro Geral: 5043
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";ELETROLUX;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;3062/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019003058;08/01/2019;08/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 5044 - MARCA KOMECO - TIPOLOGIA SPLIT HI-WALL - (SPH) - 30000 BTU/H;;"Andar: 2º ANDAR
BTU: 30000
Edificação: CIENAM 2- PRINCIPAL
Local: LABORATÓRIO 07
Marca: KOMECO
Modelo: KOS30QC3LX
Registro Geral: 5044
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";KOMECO;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;3058/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019000958;07/01/2019;07/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 5045 - MARCA ELETROLUX - TIPOLOGIA SPLIT HI-WALL - (SPH) - 30000 BTU/H;;"Andar: 2º ANDAR
BTU: 30000
Edificação: CIENAM 2- PRINCIPAL
Local: LABORATÓRIO 07
Marca: ELETROLUX
Modelo: SI30R
Registro Geral: 5045
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";ELETROLUX;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;958/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019000959;07/01/2019;07/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 5046 - MARCA KOMECO - TIPOLOGIA SPLIT HI-WALL - (SPH) - 30000 BTU/H;;"Andar: 2º ANDAR
BTU: 30000
Edificação: CIENAM 02- PRINCIPAL
Local: LABORATÓRIO 08
Marca: KOMECO
Modelo: KOS30QC3LX
Registro Geral: 5046
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";KOMECO;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;959/2019;R$ 63,47
UFBA;UFBA;ESCOLA POLITÉCNICA;2019000960;07/01/2019;07/01/2019;"5212000000359	";APARELHO DE AR CONDICIONADO - Registro Geral 5047 - MARCA ELETROLUX - TIPOLOGIA SPLIT HI-WALL - (SPH) - 30000 BTU/H;;"Andar: 2º ANDAR
BTU: 30000
Edificação: CIENAM 2- PRINCIPAL
Local: LABORATÓRIO 08
Marca: ELETROLUX
Modelo: SI30R
Registro Geral: 5047
Situação do Equipamento: ATIVO
Tipologia: SPLIT HI-WALL - (SPH)
Voltagem: 220V§";ELETROLUX;Em uso;EFETIVADO;;;ADMINISTRAÇÃO;Não informado;Não;120;;;960/2019;R$ 63,47
